Name_of_Position;Description;Label;Experience;Link_to_Job
Junior Application Specialist Data Catalog;"At Bosch we shape the future by inventing highquality technologies and services that spark enthusiasm and enrich peoples lives Our promise to our associates is rocksolid we enjoy our work we inspire each other we provide equal growth opportunities for all team members all roles are represented in all countries We grow together



Responsibilities

Playing active part in onboarding processes for connecting new source systems eg Oracle Azure Hive to the Enterprise Data Catalog
Support within implementationenhancements of interfaces to other Bosch systems
Providing support for application and its users
Documentation and statistics creation
Support with maintenance topics eg installing upgrades performing and enhancing backups
Ensuring SLAs eg by monitoring problem solving
Solving problems eg with established processes scripts


Qualifications

Good knowledge of DBs eg roles queries cloud solutions and ETLtools as a plus
Basic knowledge of Hadoop ecosystem
Basic API knowledge
Basic Linux and infrastructure knowledge eg server firewalls
Knowledge in a data catalog and metadata management will be a plus
High willingness to learn new technologies
Ability to think analytically and proactive way of working
High customer orientation
Relevant university degree eg Big Data Computer Science Business Informatics Mathematics Physics Industrial Engineer
English fluent in spoken and written


Boschs culture of innovation and digital transformation offers you a fantastic platform to grow your skills and enhance your network We are dedicated to building a warm open transparent and inclusive work environment for all



Work LikeABosch

Employment Contract
Competitive salary + annual bonus
Hybrid work with flexible working hours
Referral Bonus Program
Copyright costs for IT employees


Grow LikeABosch

Complex environment of working professional support and possibility to share knowledge and best practices
Ongoing development opportunities in a multinational environment
Broad access to professional trainings incl language courses conferences and webinars


Live LikeABosch

Private medical care and life insurance
Cafeteria System with multiple benefits incl MultiSport shopping vouchers cinema tickets etc
Prepaid Lunch Card
Number of benefits for families for instance summer camps for kids
Nonworking days on the 24th and 31st of December";Software Developer;Middle;google.com50
Junior Software Engineer - Fullstack (Talent Program);"We are BEC We code learn and grow together Here great ideas have no rank and we collaborate informally to build the best solutions possible for Danish banks  Now you can become a part of that by joining the BEC Talent Program We welcome ambitious people with a curious mindset who wish to kick start their careers and continuously develop new skills

CURIOSITY WANTED WHO ARE THE PEOPLE WE ARE LOOKING FOR


Graduates with bachelors degrees in fields of technology or computer science planning to continue education with masters degree students on masters degree in IT fields or in other fields who would like to start a career in IT
Fluent in English both written and spoken
Available at least 32 hours per week Monday  Friday
Open for hybrid work up to 8 remote days per month and collaborating in our Warsaw office
Available to work only from the office for the first 4 weeks
Motivated to join a oneyear program and willing to stay with us afterwards
Skilled in programming languages and tools relevant to desired Talent Program path
Quick learners focused on professional development and improving technical knowledge


WHAT WILL YOU DO AS A JUNIOR FULLSTACK ENGINEER


Collaborate with a Product Owner Business Analyst business stakeholders and experienced developers to align on project goals
Design model and code scalable performant and secure solutions
Brainstorm and provide innovative solutions in technical discussions
Use technologies like Angular TypeScript Java Spring Boot Maven OpenShift Git Bitbucket Sonarqube and Jenkins


WHATS BEST ABOUT OUR TALENT PROGRAM


Initial 4 weeks of business technical and soft skills training before joining the team and additional 2 weeks of training throughout the year
Work on real business tasks with with an experienced agile team
Mentorship support in personal development and frequent feedback
Optional rotation within different teams
Unlimited access to an elearning platform
Internal meetups knowledgesharing and networking events for Talents
Final assignment in the form of an international Hackathon
Further development and the possibility of changingextending the stack with other technologies


WHAT DO WE OFFER


12month development program  contract of employment from day one
Attractive salary from day one
Flexible working hours and the ability to continue education while working
Danish culture focused on employee satisfaction and worklife balance
Great workplace  adjustable desk with 2 screens gym Xbox football table pool table free lunches rooftop etc


WHAT DOES THE RECRUITMENT PROCESS LOOK LIKE

Online technical test  checking basic knowledge required for the specific Talent Program path

1st interview online  meet with our recruiter who want to learn more about you

2nd interview onsite  meet with the technical expert to assess your hard skills

Assessment onsite  group case study in our Warsaws office on May 6th or 7th

3rd interview online  meet the hiring manager to discuss the role and the team in details

MAKE US AWARE OF YOUR TALENT CODE LEARN GROW TOGETHER

Ready to join a Danish culture of techloving people Then we look forward to receiving your application and resume in English as soon as possible but no later than April 13th We will be contacting candidates throughout the campaign so you may hear from us before the deadline Please note that we may close the recruitment process early once we find the ideal candidates

If you have any questions related to the position do not hesitate to contact Paulina Piotrowska paulinapiotrowskabecdk our Talent attraction partner

We are committed to hiring top talent regardless of race religion color national origin sexual orientation gender identity and age As a result we encourage all qualified candidates to apply for the position";Software Developer;Junior;google.com51
Data and AI Solutions Analyst;"We are looking for Candidates who will strengthen our Technology Solutions Team in Poland We welcome experienced professionals willing to develop in Data  Analytics area Were interested in professionals with a genuine interest to contribute to the growth of the Data capability with strong focus on Gen AI  LLMs

This role is designed to provide foundational experience and learning opportunities in data engineering and analytics leveraging AIpowered tools to deliver quality data solutions and insights for clients

Your scope of duties

Support the development of new functionalities and solutions for client use cases using cloud technologies like Azure Storage Accounts Databricks Data Factory Logic Apps Azure Functions and Azure Synapse
Assist in building data platforms for optimal data loading and processing from various sources
Help with data modeling and mapping between source and target systems
Learn to act as a Subject Matter Expert SME for Testers Developers and Business Users regarding data solution functionality
Participate in defining and estimating the scope of work for implementing data systems
Assist in gathering documenting and validating business requirements for data systems Data Lake Data Warehouse Business Intelligence etc
Collaborate with team members and receive mentorship from senior data engineers to plan develop and implement project activities
Support the growth of Data competency within the Data  AI Team by participating in training and development activities
Assist in sales initiatives through workshops proofofconcept and product demonstrations
Utilize AIpowered solutions like EYQ to enhance analyses insights and innovative ideas

Our requirements

Proficiency in English and Polish verbal and written
Good collaboration skills to interact with teammates and stakeholders
Bachelors degree in engineering computer science or a related field or currently pursuing
02 years of experience in building data and analytics applications systems analysis gathering requirements and data modeling
Basic understanding of data structures databases data lakes and data ingestiontransformation routines
Knowledge of Big Data data engineering and optimizing data pipelinesETLs
Basic knowledge of SQL and coding skills in languages like Python and PySpark
Familiarity with productionlevel deployments DevOpsDataOps principles and Git
Basic knowledge of data visualization tools like PowerBI
Interest in learning about LLMs modern application architecture microservices REST API Kubernetes
Willingness to develop in Data  Analytics and Gen AI space
Eagerness to learn and work in an Agile environment

What we offer

Professional and financial support in acquiring recognized qualifications and certifications
Udemy for Business  access to more than 3000 online training courses
Go Fluent  language courses
EY Badges  global certification of your competencies and the opportunity to earn an MBA title from a prestigious university
Career Counselor  a dedicated advisor to support your career development at EY
Innovate EY  a unique intrapreneurship program
EY Wellbeing  program offering access to Wellbee psychoeducational platform health care package with additional preventive screenings life insurance tickets sports cards and many other benefits available online and offline

About EY

We are a global consulting firm  helping businesses organisations and communities make the most of their potential Our audit consulting legal strategy tax and transaction teams ask the nonobvious questions to find new answers to the complex challenges facing the world today

We employ more than 390000 exceptional people in over 150 countries around the world In Poland there are over 7000 of us working in Warsaw Gdansk Katowice Krakow Lodz Poznan Rzeszow and Wroclaw

We create amazing things together every day We have the people the development path and the training to help you grow fast gaining experience on successive projects

We care about the environment  not just the business As part of our plan we have reduced our global greenhouse gas emissions in fiscal 2023 by 43 from a 2019 baseline

EY is an equal opportunity employer we value and promote diversity in the knowledge and experience of our community We operate the Level Up Without Barriers programme which supports employees with disabilities to achieve their career ambitions and dreams 

EY provides all applicants with equal opportunities in the recruitment process regardless of gender age race religion sexual orientation national origin disability or any other legally protected basis in accordance with applicable law

";AI;Middle;google.com52
Machine Learning Engineer, AI Models;"Tenstorrent is leading the industry on cuttingedge AI technology revolutionizing performance expectations ease of use and cost efficiency With AI redefining the computing paradigm solutions must evolve to unify innovations in software models compilers platforms networking and semiconductors Our diverse team of technologists have developed a high performance RISCV CPU from scratch and share a passion for AI and a deep desire to build the best AI platform possible We value collaboration curiosity and a commitment to solving hard problems We are growing our team and looking for contributors of all seniorities

As a Machine Learning Engineer focused on AI models you will play a pivotal role in the development and deployment of advanced neural networks and machine learning models Your expertise in Python and PyTorch will be critical in designing training and finetuning complex models that will be applied to solve realworld challenges The ideal candidate will not only possess strong technical skills but also exhibit a deep curiosity investigative mindset and a passion for staying uptodate with the latest advancements in the AI landscape

This role is hybrid based out of Warsaw Poland

We welcome candidates at various experience levels for this role During the interview process candidates will be assessed for the appropriate level and offers will align with that level which may differ from the one in this posting

Responsibilities

Collaborate with crossfunctional teams to understand project requirements and translate them into effective AI solutions
Design implement and iterate on neural network architectures using PyTorch to achieve optimal performance on diverse tasks
Train validate and finetune machine learning models using relevant datasets to ensure high accuracy and robustness
Investigate and troubleshoot model performance issues iterating on models and techniques to continuously improve results
Understand how models map onto the Tenstorrent devices through compilation steps and kernels investigate any gaps in functionality and performance propose innovative solutions to mitigate any issues
Stay current with the latest research and developments in the field of machine learning and AI applying relevant advancements to our projects
Contribute to the design and implementation of scalable and efficient AI pipelines
Work closely with engineers to integrate AI models into production systems

Experience  Qualifications

Bachelors or higher degree in Computer Science Engineering or related field or equivalent practical experience
Strong proficiency in Python programming and handson experience with PyTorch for developing and training deep learning models
Demonstrated experience in designing training and deploying neural networks for various applications
Solid understanding of machine learning fundamentals including supervised and unsupervised learning techniques
Excellent problemsolving skills and the ability to approach challenges with creativity and a strong analytical mindset
Familiarity with debugging techniques and a knack for identifying issues and finding effective solutions
Experience with C++ and kernel programming knowledge in GPUAIaccelerator architectures are pluses but not mandatory
A selfmotivated individual with a strong desire to learn explore and excel in a fastpaced innovative environment
Strong communication skills and the ability to work collaboratively in a team setting

Tenstorrent offers a highly competitive compensation package and benefits and we are an equal opportunity employer

Due to US Export Control laws and regulations Tenstorrent is required to ensure compliance with licensing regulations when transferring technology to nationals of certain countries that have been licensing conditions set by the US government

As this position will have direct andor indirect access to information systems or technologies that are subject to?US Export Control laws and regulations please note that citizenshippermanent residency asylee and refugee information?and supporting documentation will be required and considered as a condition of employment

If a US export license is required employment will not begin until a license with acceptable conditions is granted by the US government If a US export license with acceptable conditions is not granted by the US government then the offer of employment will be rescinded";AI;Middle;google.com53
Engineer;"??? ?? ????????
Role Engineer

Location Warsaw Poland



We are seeking skilled Engineers with expertise in the electric utility industry to join our team If you have a strong background in utility GRID applications and software development this is your chance to work on cuttingedge power utility solutions



Key Responsibilities  Skills

Deep understanding of utility GRID applications SCADA OMS DMS EMS
Handson experience with Electrical Data Modeling and CIM model exchange formats
Strong database skills SQLPLSQL
Experience in SCADA OMS DMS and EMS software configurations
Knowledge of SDLC methodologies Lean Agile CI
Proven software design and development skills


Apply now and take your career to the next level msavaliyasolvexsolutionscom";Software Developer ;Middle;google.com54
Software Engineer;"About the Company



Our client is a leading global investment banking securities and investment management firm It provides a range of financial services to a substantial and diversified client base which includes corporations financial institutions governments and individuals





About the Role

Location Warsaw Poland

Type of contract temporary contract of employment or B2B contract

Length of contract 6 months with possible extension

Work model hybrid  5 days per week from office possible some flexibility



The Secure Supply Chain team within SDLC is a function focused on ensuring that the code Client deploys is as secure as possible We blend thirdparty tooling with inhouse systems to improve the security of many types of code including backend frontend infrastructure and mobile





Responsibilities



Build and design systems that secure the entirety of Clients software supply chain
Build and integrate systems detecting thirdparty vulnerabilities in libraries OS and container components etc
Integrate with our GitLab CICD and build attestation systems
Partner effectively with Clients infrastructure teams and other security teams
Collaborate with developers across Client to ensure our systems are embedded in their workflows




Qualifications



3+ years of industry experience as a programmer developer SWE or similar job roles





Required Skills



General knowledge of multiple languages and indepth knowledge of at least one of Golang Java Python
General knowledge of Linux Docker Kubernetes Terraform AWS
Knowledgeable about networking TCP UDP ICMP ARP DNS TLS HTTP SSH etc
Experience with DevOps and IAC Infrastructure As Code
Experience with all stages in the lifecycle of developing and running large distributed systems
Experience managing performance availability and scale of mid to largesized systems




Preferred Skills



Good but not required to have experience in Kafka or similar event streaming platforms Relational databases SRE best practices Team player eager to work in a global organization Highly entrepreneurial and motivated Strong oral and written communication skills



eTeam Workforce sp z oo is an employment agency registered in a registry kept by the Marshal of the Mazowieckie Voivodeship under the number 21300";Software Developer;Middle;google.com55
Machine Learning Engineer;"We Are

RTB House is a global company that provides stateoftheart marketing technologies for top brands and agencies worldwide Its proprietary adbuying engine is the first in the world to be powered entirely by Deep Learning algorithms enabling advertisers to generate outstanding results and reach their goals at every stage of the funnel

Desired Experience

Expertise in designing and implementing complex IT systems
Ability to develop userfriendly versatile tools
Proficiency in at least one programming language such as Python C++ Java or Scala along with expertise in Linux
Strong skills in evaluating and optimizing system performance from initial design through to production troubleshooting
Deep understanding of algorithms and data structures
Initiative and creativity to improve existing solutions
Ability to work effectively both within and across teams

Additional Advantages

Previous experience in the field of Machine Learning is not required but would be an asset
Solid foundation in mathematics
Experience with GPU programming and Machine Learning frameworks such as Torch PyTorch or TensorFlow
Proven experience with distributed systems
Familiarity with Big Data technologies such as Hadoop Kafka Storm Spark or Flink
Handson experience with Google Cloud Platform GCP or similar cloud providers

We Offer

A highly competitive salary
The opportunity to work with a team of enthusiasts experienced in Machine Learning Big Data and distributed systems who are eager to share their knowledge and skills
Flexible working hours with the possibility of remote work or working from our office in Warsaw
Access to the latest technologies with the opportunity to apply them in a largescale and fastpaced project
An opportunity to apply your expertise in optimizing algorithms that support hundreds of millions of internet users and billions of ad views per month within the RTB model
The ability to see the immediate impact of your work on the companys business outcomes
The possibility of publishing your results

Daily Responsibilities

Developing and maintaining the ML training platform and the bidding infrastructure that evaluates ML models in the production environment
Identifying performance bottlenecks and optimizing critical lowlevel parts of the system
Ensuring the reliability and scalability of implementations and creating performance and correctness tests for new system components
Testing and benchmarking opensource Big Data and ML technologies to assess their suitability for the production environment

Apply now

You dont need to tick every box to apply If you are passionate about digital marketing send us your CV and well review it";Software Developer;Middle;google.com56
Junior Data Scientist;Junior Data Scientist at TechCorp Austin TXnnWe are seeking a Junior Data Scientist to join our team The ideal candidate will be responsible fornn Process and analyze large datasetsn Fix bugs and improve existing coden Write unit tests for coden Learn best practices and coding standardsn Implement deep learning algorithmsnnRequirementsnn Experience with data processing and visualizationn 02 years of relevant experiencen Basic understanding of development practicesn Experience with machine learning frameworks like TensorFlow or PyTorchn Good problemsolving skillsnnAbout TechCorpnTechCorp is a leading technology company specializing in AI solutions We offer competitive salary benefits and opportunities for growth;Junior;Junior;google.com57
Senior Cloud Engineer;Senior Cloud Engineer at CloudNova Seattle WAnnWe are seeking a Senior Cloud Engineer to join our team The ideal candidate will be responsible fornn Design and architect complex systemsn Implement cloud security measuresn Make critical technical decisionsn Set up and maintain cloud monitoringn Mentor and guide team membersnnRequirementsnn Bachelors or Masters degree in Computer Science or related fieldn Deep understanding of development practices and architecturesn Knowledge of cloud services and architecturesn 6+ years of relevant experiencen Experience with cloud platforms like AWS Azure or GCPnnAbout CloudNovanCloudNova is a leading technology company specializing in Cloud solutions We offer competitive salary benefits and opportunities for growth;Cloud;Senior;google.com58
DevOps Intern;DevOps Intern at DevStream RemotennWe are seeking a DevOps Intern to join our team The ideal candidate will be responsible fornn Learn and apply software development principlesn Assist team members with tasks and projectsn Build and maintain CICD pipelinesn Attend team meetings and contribute ideasn Document processes and proceduresnnRequirementsnn Currently pursuing a degree in Computer Science or related fieldn Experience with CICD tools like Jenkins GitLab CI or GitHub Actionsn Basic programming knowledgen Eagerness to learn and grown Good communication skillsnnAbout DevStreamnDevStream is a leading technology company specializing in DevOps solutions We offer competitive salary benefits and opportunities for growth;DevOps;Intern;google.com59
Full Stack Developer;Full Stack Developer at CodeCraft Boston MAnnWe are seeking a Full Stack Developer to join our team The ideal candidate will be responsible fornn Implement new features based on requirementsn Independently develop features and solutionsn Optimize existing systems and processesn Write clean efficient and maintainable coden Mentor junior team membersnnRequirementsnn Proficiency in languages such as Python Java JavaScript or Cn 35 years of relevant experiencen Solid understanding of development practicesn Experience with web frameworks like React Angular or Djangon Good communication and teamwork skillsnnAbout CodeCraftnCodeCraft is a leading technology company specializing in SoftDev solutions We offer competitive salary benefits and opportunities for growth;Software Developer;Middle;google.com60
Senior AI Architect;Senior AI Architect at AIVenture New York NYnnWe are seeking a Senior AI Architect to join our team The ideal candidate will be responsible fornn Develop machine learning modelsn Lead technical initiatives and projectsn Establish best practices and standardsn Research and implement new AI techniquesn Make critical technical decisionsnnRequirementsnn Knowledge of deep learning techniquesn Strong programming skills in Python or Rn Deep understanding of development practices and architecturesn Strong problemsolving and analytical skillsn 6+ years of relevant experiencennAbout AIVenturenAIVenture is a leading technology company specializing in AI solutions We offer competitive salary benefits and opportunities for growth;AI;Senior;google.com61
Junior DevOps Engineer;Junior DevOps Engineer at TechFusion Chicago ILnnWe are seeking a Junior DevOps Engineer to join our team The ideal candidate will be responsible fornn Learn best practices and coding standardsn Participate in code reviewsn Automate infrastructure provisioningn Fix bugs and improve existing coden Monitor system performance and availabilitynnRequirementsnn Bachelors degree in Computer Science or related fieldn Knowledge of infrastructure as code using Terraform or CloudFormationn Experience with CICD tools like Jenkins GitLab CI or GitHub Actionsn 02 years of relevant experiencen Good problemsolving skillsnnAbout TechFusionnTechFusion is a leading technology company specializing in DevOps solutions We offer competitive salary benefits and opportunities for growth;DevOps;Junior;google.com62
Cloud Systems Administrator;Cloud Systems Administrator at ByteForge Denver COnnWe are seeking a Cloud Systems Administrator to join our team The ideal candidate will be responsible fornn Optimize cloud costs and performancen Make architectural decisions for componentsn Optimize existing systems and processesn Implement cloud security measuresn Mentor junior team membersnnRequirementsnn Experience with infrastructure as coden 35 years of relevant experiencen Knowledge of cloud services and architecturesn Good communication and teamwork skillsn Ability to work independentlynnAbout ByteForgenByteForge is a leading technology company specializing in Cloud solutions We offer competitive salary benefits and opportunities for growth;Cloud;Middle;google.com63
Software Engineering Intern;Software Engineering Intern at InnovateSoft Los Angeles CAnnWe are seeking a Software Engineering Intern to join our team The ideal candidate will be responsible fornn Document processes and proceduresn Assist team members with tasks and projectsn Debug and fix software issuesn Learn and apply software development principlesn Attend team meetings and contribute ideasnnRequirementsnn Good communication skillsn Understanding of software design patternsn Currently pursuing a degree in Computer Science or related fieldn Basic programming knowledgen Ability to work in a team environmentnnAbout InnovateSoftnInnovateSoft is a leading technology company specializing in SoftDev solutions We offer competitive salary benefits and opportunities for growth;Software Developer;Intern;google.com64
Staff AI Engineer;Staff AI Engineer at QuantumCode RemotennWe are seeking a Staff AI Engineer to join our team The ideal candidate will be responsible fornn Lead technical initiatives and projectsn Deploy and maintain AI systemsn Design and architect complex systemsn Research and implement new AI techniquesn Establish best practices and standardsnnRequirementsnn 6+ years of relevant experiencen Understanding of statistical analysis and algorithmsn Experience with machine learning frameworks like TensorFlow or PyTorchn Strong problemsolving and analytical skillsn Leadership and mentoring abilitiesnnAbout QuantumCodenQuantumCode is a leading technology company specializing in AI solutions We offer competitive salary benefits and opportunities for growth;AI;Senior;google.com65
Front End Developer;Front End Developer at DevPro Portland ORnnWe are seeking a Front End Developer to join our team The ideal candidate will be responsible fornn Make architectural decisions for componentsn Write clean efficient and maintainable coden Contribute to technical discussions and planningn Optimize application performancen Independently develop features and solutionsnnRequirementsnn Experience with web frameworks like React Angular or Djangon Understanding of software design patternsn 35 years of relevant experiencen Solid understanding of development practicesn Good communication and teamwork skillsnnAbout DevPronDevPro is a leading technology company specializing in SoftDev solutions We offer competitive salary benefits and opportunities for growth;Software Developer;Middle;google.com66
Senior DevOps Specialist;Senior DevOps Specialist at DevOpsHub Atlanta GAnnWe are seeking a Senior DevOps Specialist to join our team The ideal candidate will be responsible fornn Manage containerized applicationsn Lead technical initiatives and projectsn Establish best practices and standardsn Build and maintain CICD pipelinesn Make critical technical decisionsnnRequirementsnn Bachelors or Masters degree in Computer Science or related fieldn Understanding of networking and security conceptsn Experience with containerization using Docker and Kubernetesn Deep understanding of development practices and architecturesn 6+ years of relevant experiencennAbout DevOpsHubnDevOpsHub is a leading technology company specializing in DevOps solutions We offer competitive salary benefits and opportunities for growth;DevOps;Senior;google.com67
Junior Cloud Engineer;Junior Cloud Engineer at CloudWave San Francisco CAnnWe are seeking a Junior Cloud Engineer to join our team The ideal candidate will be responsible fornn Develop cloudnative applicationsn Learn best practices and coding standardsn Participate in code reviewsn Set up and maintain cloud monitoringn Fix bugs and improve existing codennRequirementsnn Basic understanding of development practicesn Knowledge of cloud services and architecturesn Experience with cloud platforms like AWS Azure or GCPn Bachelors degree in Computer Science or related fieldn 02 years of relevant experiencennAbout CloudWavenCloudWave is a leading technology company specializing in Cloud solutions We offer competitive salary benefits and opportunities for growth;Cloud;Junior;google.com68
Deep Learning Engineer;Deep Learning Engineer at DataDrive Washington DCnnWe are seeking a Deep Learning Engineer to join our team The ideal candidate will be responsible fornn Create data pipelinesn Optimize existing systems and processesn Mentor junior team membersn Develop machine learning modelsn Make architectural decisions for componentsnnRequirementsnn Knowledge of deep learning techniquesn Understanding of statistical analysis and algorithmsn Experience with data processing and visualizationn Good communication and teamwork skillsn 35 years of relevant experiencennAbout DataDrivenDataDrive is a leading technology company specializing in AI solutions We offer competitive salary benefits and opportunities for growth;AI;Middle;google.com69
Back End Intern;Back End Intern at TechGiant Miami FLnnWe are seeking a Back End Intern to join our team The ideal candidate will be responsible fornn Learn and apply software development principlesn Document processes and proceduresn Write clean efficient and maintainable coden Assist team members with tasks and projectsn Debug and fix software issuesnnRequirementsnn Currently pursuing a degree in Computer Science or related fieldn Basic programming knowledgen Knowledge of database systems and SQLn Good communication skillsn Eagerness to learn and grownnAbout TechGiantnTechGiant is a leading technology company specializing in SoftDev solutions We offer competitive salary benefits and opportunities for growth;Software Developer;Intern;google.com70
Lead Analytics Engineer;Lead Analytics Engineer at AIFuture Vancouver BCnnWe are seeking a Lead Analytics Engineer to join our team The ideal candidate will be responsible fornn Create data pipelinesn Establish best practices and standardsn Lead technical initiatives and projectsn Make critical technical decisionsn Research and implement new AI techniquesnnRequirementsnn Strong programming skills in Python or Rn Leadership and mentoring abilitiesn Strong problemsolving and analytical skillsn Experience with machine learning frameworks like TensorFlow or PyTorchn 6+ years of relevant experiencennAbout AIFuturenAIFuture is a leading technology company specializing in AI solutions We offer competitive salary benefits and opportunities for growth;AI;Senior;google.com71
Junior DevOps Administrator;Junior DevOps Administrator at SmartSystems Dallas TXnnWe are seeking a Junior DevOps Administrator to join our team The ideal candidate will be responsible fornn Learn best practices and coding standardsn Automate infrastructure provisioningn Fix bugs and improve existing coden Troubleshoot production issuesn Write unit tests for codennRequirementsnn 02 years of relevant experiencen Experience with CICD tools like Jenkins GitLab CI or GitHub Actionsn Good problemsolving skillsn Knowledge of infrastructure as code using Terraform or CloudFormationn Ability to learn quicklynnAbout SmartSystemsnSmartSystems is a leading technology company specializing in DevOps solutions We offer competitive salary benefits and opportunities for growth;DevOps;Junior;google.com72
Senior Web Developer;Senior Web Developer at DataDynamics Toronto ONnnWe are seeking a Senior Web Developer to join our team The ideal candidate will be responsible fornn Participate in agile development processesn Mentor and guide team membersn Establish best practices and standardsn Design and architect complex systemsn Make critical technical decisionsnnRequirementsnn Deep understanding of development practices and architecturesn Experience with web frameworks like React Angular or Djangon Strong problemsolving and analytical skillsn Leadership and mentoring abilitiesn 6+ years of relevant experiencennAbout DataDynamicsnDataDynamics is a leading technology company specializing in SoftDev solutions We offer competitive salary benefits and opportunities for growth;Software Developer;Senior;google.com73
Cloud Security Architect;Cloud Security Architect at NeuralSoft Berlin GermanynnWe are seeking a Cloud Security Architect to join our team The ideal candidate will be responsible fornn Design and implement cloud architecturen Make critical technical decisionsn Lead technical initiatives and projectsn Implement cloud security measuresn Establish best practices and standardsnnRequirementsnn Understanding of security best practices in cloud environmentsn 6+ years of relevant experiencen Bachelors or Masters degree in Computer Science or related fieldn Deep understanding of development practices and architecturesn Leadership and mentoring abilitiesnnAbout NeuralSoftnNeuralSoft is a leading technology company specializing in Cloud solutions We offer competitive salary benefits and opportunities for growth;Cloud;Senior;google.com74
DevOps Trainee;DevOps Trainee at CloudPeak London UKnnWe are seeking a DevOps Trainee to join our team The ideal candidate will be responsible fornn Attend team meetings and contribute ideasn Participate in training and learning activitiesn Learn and apply software development principlesn Monitor system performance and availabilityn Build and maintain CICD pipelinesnnRequirementsnn Currently pursuing a degree in Computer Science or related fieldn Good communication skillsn;Software Developer;Intern;google.com75
Junior Cloud Systems Engineer;Junior Cloud Systems Engineer at AlgorithmX Paris FrancennWe are seeking a Junior Cloud Systems Engineer to join our team The ideal candidate will be responsible fornn Set up and maintain cloud monitoringn Develop cloudnative applicationsn Fix bugs and improve existing coden Learn best practices and coding standardsn Participate in code reviewsnnRequirementsnn Experience with cloud platforms like AWS Azure or GCPn Basic understanding of development practicesn Good problemsolving skillsn Knowledge of cloud services and architecturesn 02 years of;Cloud;Junior;google.com76
Senior Cloud Architect;Senior Cloud Architect at DataDynamics Seattle WAnnWe are seeking a Senior Cloud Architect to join our team The ideal candidate will be responsible fornn Design and implement cloud architecturen Lead technical initiatives and projectsn Establish best practices and standardsn Manage multicloud environmentsn Make critical technical decisionsnnRequirementsnn Experience with cloud platforms like AWS Azure or GCPn Leadership and mentoring abilitiesn Deep understanding of development practices and architecturesn 6+ years of relevant experiencen Understanding of security best practices in cloud environmentsnnAbout DataDynamicsnDataDynamics is a leading technology company specializing in Cloud solutions We offer competitive salary benefits and opportunities for growth;Cloud;Senior;google.com77
Machine Learning Intern;Machine Learning Intern at AIVenture Boston MAnnWe are seeking a Machine Learning Intern to join our team The ideal candidate will be responsible fornn Process and analyze large datasetsn Assist team members with tasks and projectsn Attend team meetings and contribute ideasn Document processes and proceduresn Participate in training and learning activitiesnnRequirementsnn Currently pursuing a degree in Computer Science or related fieldn Basic programming knowledgen Eagerness to learn and grown Strong programming skills in Python or Rn Good communication skillsnnAbout AIVenturenAIVenture is a leading technology company specializing in AI solutions We offer competitive salary benefits and opportunities for growth;AI;Intern;google.com78
Junior Software Developer;Junior Software Developer at TechGiant San Francisco CAnnWe are seeking a Junior Software Developer to join our team The ideal candidate will be responsible fornn Write clean efficient and maintainable coden Debug and fix software issuesn Learn best practices and coding standardsn Participate in code reviewsn Fix bugs and improve existing codennRequirementsnn Proficiency in languages such as Python Java JavaScript or Cn 02 years of relevant experiencen Good problemsolving skillsn Basic understanding of development practicesn Ability to learn quicklynnAbout TechGiantnTechGiant is a leading technology company specializing in SoftDev solutions We offer competitive salary benefits and opportunities for growth;Software Developer;Junior;google.com79
Mid-Level DevOps Engineer;MidLevel DevOps Engineer at DevStream RemotennWe are seeking a MidLevel DevOps Engineer to join our team The ideal candidate will be responsible fornn Build and maintain CICD pipelinesn Implement infrastructure as coden Optimize existing systems and processesn Mentor junior team membersn Automate infrastructure provisioningnnRequirementsnn Knowledge of infrastructure as code using Terraform or CloudFormationn 35 years of relevant experiencen Ability to work independentlyn Experience with containerization using Docker and Kubernetesn Solid understanding of development practicesnnAbout DevStreamnDevStream is a leading technology company specializing in DevOps solutions We offer competitive salary benefits and opportunities for growth;DevOps;Middle;google.com80
Principal Data Scientist;Principal Data Scientist at QuantumCode New York NYnnWe are seeking a Principal Data Scientist to join our team The ideal candidate will be responsible fornn Design and architect complex systemsn Lead technical initiatives and projectsn Research and implement new AI techniquesn Make critical technical decisionsn Mentor and guide team membersnnRequirementsnn Bachelors or Masters degree in Computer Science or related fieldn Experience with machine learning frameworks like TensorFlow or PyTorchn Strong programming skills in Python or Rn 6+ years of relevant experiencen Leadership and mentoring abilitiesnnAbout QuantumCodenQuantumCode is a leading technology company specializing in AI solutions We offer competitive salary benefits and opportunities for growth;AI;Senior;google.com81
AWS Cloud Engineer;AWS Cloud Engineer at CloudNova Chicago ILnnWe are seeking a AWS Cloud Engineer to join our team The ideal candidate will be responsible fornn Implement cloud security measuresn Mentor junior team membersn Make architectural decisions for componentsn Design and implement cloud architecturen Optimize cloud costs and performancennRequirementsnn Experience with infrastructure as coden 35 years of relevant experiencen Knowledge of cloud services and architecturesn Solid understanding of development practicesn Experience with cloud platforms like AWS Azure or GCPnnAbout CloudNovanCloudNova is a leading technology company specializing in Cloud solutions We offer competitive salary benefits and opportunities for growth;Cloud;Middle;google.com82
