Name of Position;Description;Label;Link to Job
Engineer;"??? ?? ????????
Role: Engineer

Location: Warsaw, Poland



We are seeking skilled Engineers with expertise in the electric utility industry to join our team. If you have a strong background in utility GRID applications and software development, this is your chance to work on cutting-edge power utility solutions.



Key Responsibilities & Skills:

Deep understanding of utility GRID applications (SCADA, OMS, DMS, EMS)
Hands-on experience with Electrical Data Modeling and CIM model exchange formats
Strong database skills (SQL/PLSQL)
Experience in SCADA, OMS, DMS, and EMS software configurations
Knowledge of SDLC methodologies (Lean, Agile, CI)
Proven software design and development skills


Apply now and take your career to the next level! m.savaliya@solvex-solutions.com";Software Developer, Middle;google.com
Software Engineer;"About the Company



Our client is a leading global investment banking, securities, and investment management firm. It provides a range of financial services to a substantial and diversified client base, which includes corporations, financial institutions, governments, and individuals.





About the Role

Location: Warsaw, Poland

Type of contract: temporary contract of employment or B2B contract

Length of contract: 6 months with possible extension

Work model: hybrid - 5 days per week from office, possible some flexibility



The Secure Supply Chain team, within SDLC, is a function focused on ensuring that the code Client deploys is as secure as possible. We blend third-party tooling with in-house systems to improve the security of many types of code including backend, frontend, infrastructure, and mobile.





Responsibilities



Build and design systems that secure the entirety of Client's software supply chain.
Build and integrate systems detecting third-party vulnerabilities in libraries, OS and container components, etc.
Integrate with our GitLab, CI/CD, and build attestation systems.
Partner effectively with Client's infrastructure teams and other security teams.
Collaborate with developers across Client to ensure our systems are embedded in their workflows.




Qualifications



3+ years of industry experience as a programmer, developer, SWE, or similar job roles.





Required Skills



General knowledge of multiple languages, and in-depth knowledge of at least one of: Golang, Java, Python
General knowledge of Linux, Docker, Kubernetes, Terraform, AWS
Knowledgeable about networking (TCP, UDP, ICMP, ARP, DNS, TLS, HTTP, SSH, etc)
Experience with DevOps and IAC (Infrastructure As Code)
Experience with all stages in the lifecycle of developing and running large distributed systems
Experience managing performance, availability and scale of mid- to large-sized systems




Preferred Skills



Good but not required to have experience in: Kafka or similar event streaming platforms Relational databases SRE best practices Team player, eager to work in a global organization Highly entrepreneurial and motivated Strong oral and written communication skills



eTeam Workforce sp. z o.o. is an employment agency registered in a registry kept by the Marshal of the Mazowieckie Voivodeship under the number 21300";Software Developer, Middle;google.com
Machine Learning Engineer;"We Are

RTB House is a global company that provides state-of-the-art marketing technologies for top brands and agencies worldwide. Its proprietary ad-buying engine is the first in the world to be powered entirely by Deep Learning algorithms, enabling advertisers to generate outstanding results and reach their goals at every stage of the funnel.

Desired Experience

Expertise in designing and implementing complex IT systems.
Ability to develop user-friendly, versatile tools.
Proficiency in at least one programming language, such as Python, C++, Java, or Scala, along with expertise in Linux.
Strong skills in evaluating and optimizing system performance, from initial design through to production troubleshooting.
Deep understanding of algorithms and data structures.
Initiative and creativity to improve existing solutions.
Ability to work effectively both within and across teams.

Additional Advantages

Previous experience in the field of Machine Learning is not required, but would be an asset.
Solid foundation in mathematics.
Experience with GPU programming and Machine Learning frameworks such as Torch, PyTorch, or TensorFlow.
Proven experience with distributed systems.
Familiarity with Big Data technologies such as Hadoop, Kafka, Storm, Spark, or Flink.
Hands-on experience with Google Cloud Platform (GCP) or similar cloud providers.

We Offer

A highly competitive salary.
The opportunity to work with a team of enthusiasts experienced in Machine Learning, Big Data, and distributed systems, who are eager to share their knowledge and skills.
Flexible working hours, with the possibility of remote work or working from our office in Warsaw.
Access to the latest technologies, with the opportunity to apply them in a large-scale and fast-paced project.
An opportunity to apply your expertise in optimizing algorithms that support hundreds of millions of internet users and billions of ad views per month within the RTB model.
The ability to see the immediate impact of your work on the company's business outcomes.
The possibility of publishing your results.

Daily Responsibilities

Developing and maintaining the ML training platform and the bidding infrastructure that evaluates ML models in the production environment.
Identifying performance bottlenecks and optimizing critical, low-level parts of the system.
Ensuring the reliability and scalability of implementations, and creating performance and correctness tests for new system components.
Testing and benchmarking open-source Big Data and ML technologies to assess their suitability for the production environment.

Apply now!

You don't need to tick every box to apply. If you are passionate about digital marketing, send us your CV, and we'll review it.";Software Developer, Middle;google.com
Junior Data ScientistJunior Data Scientist at TechCorp (Austin, TX)\n\nWe are seeking a Junior Data Scientist to join our team. The ideal candidate will be responsible for:\n\n- Process and analyze large datasets\n- Fix bugs and improve existing code\n- Write unit tests for code\n- Learn best practices and coding standards\n- Implement deep learning algorithms\n\nRequirements:\n\n- Experience with data processing and visualization\n- 0-2 years of relevant experience\n- Basic understanding of development practices\n- Experience with machine learning frameworks like TensorFlow or PyTorch\n- Good problem-solving skills\n\nAbout TechCorp:\nTechCorp is a leading technology company specializing in AI solutions. We offer competitive salary, benefits, and opportunities for growth.Junior/AIhttps://careers.techcorp.com/jobs/JOB0001Senior Cloud EngineerSenior Cloud Engineer at CloudNova (Seattle, WA)\n\nWe are seeking a Senior Cloud Engineer to join our team. The ideal candidate will be responsible for:\n\n- Design and architect complex systems\n- Implement cloud security measures\n- Make critical technical decisions\n- Set up and maintain cloud monitoring\n- Mentor and guide team members\n\nRequirements:\n\n- Bachelor's or Master's degree in Computer Science or related field\n- Deep understanding of development practices and architectures\n- Knowledge of cloud services and architectures\n- 6+ years of relevant experience\n- Experience with cloud platforms like AWS, Azure, or GCP\n\nAbout CloudNova:\nCloudNova is a leading technology company specializing in Cloud solutions. We offer competitive salary, benefits, and opportunities for growth.Senior/Cloudhttps://careers.cloudnova.com/jobs/JOB0002DevOps InternDevOps Intern at DevStream (Remote)\n\nWe are seeking a DevOps Intern to join our team. The ideal candidate will be responsible for:\n\n- Learn and apply software development principles\n- Assist team members with tasks and projects\n- Build and maintain CI/CD pipelines\n- Attend team meetings and contribute ideas\n- Document processes and procedures\n\nRequirements:\n\n- Currently pursuing a degree in Computer Science or related field\n- Experience with CI/CD tools like Jenkins, GitLab CI, or GitHub Actions\n- Basic programming knowledge\n- Eagerness to learn and grow\n- Good communication skills\n\nAbout DevStream:\nDevStream is a leading technology company specializing in DevOps solutions. We offer competitive salary, benefits, and opportunities for growth.Intern/DevOpshttps://careers.devstream.com/jobs/JOB0003Full Stack DeveloperFull Stack Developer at CodeCraft (Boston, MA)\n\nWe are seeking a Full Stack Developer to join our team. The ideal candidate will be responsible for:\n\n- Implement new features based on requirements\n- Independently develop features and solutions\n- Optimize existing systems and processes\n- Write clean, efficient, and maintainable code\n- Mentor junior team members\n\nRequirements:\n\n- Proficiency in languages such as Python, Java, JavaScript, or C#\n- 3-5 years of relevant experience\n- Solid understanding of development practices\n- Experience with web frameworks like React, Angular, or Django\n- Good communication and teamwork skills\n\nAbout CodeCraft:\nCodeCraft is a leading technology company specializing in SoftDev solutions. We offer competitive salary, benefits, and opportunities for growth.Middle/SoftDevhttps://careers.codecraft.com/jobs/JOB0004;;Software Developer, Middle;google.com
Junior Data Scientist;Junior Data Scientist at TechCorp (Austin, TX)\n\nWe are seeking a Junior Data Scientist to join our team. The ideal candidate will be responsible for:\n\n- Process and analyze large datasets\n- Fix bugs and improve existing code\n- Write unit tests for code\n- Learn best practices and coding standards\n- Implement deep learning algorithms\n\nRequirements:\n\n- Experience with data processing and visualization\n- 0-2 years of relevant experience\n- Basic understanding of development practices\n- Experience with machine learning frameworks like TensorFlow or PyTorch\n- Good problem-solving skills\n\nAbout TechCorp:\nTechCorp is a leading technology company specializing in AI solutions. We offer competitive salary, benefits, and opportunities for growth.;Junior/AI;https://careers.techcorp.com/jobs/JOB0001
Senior Cloud Engineer;Senior Cloud Engineer at CloudNova (Seattle, WA)\n\nWe are seeking a Senior Cloud Engineer to join our team. The ideal candidate will be responsible for:\n\n- Design and architect complex systems\n- Implement cloud security measures\n- Make critical technical decisions\n- Set up and maintain cloud monitoring\n- Mentor and guide team members\n\nRequirements:\n\n- Bachelor's or Master's degree in Computer Science or related field\n- Deep understanding of development practices and architectures\n- Knowledge of cloud services and architectures\n- 6+ years of relevant experience\n- Experience with cloud platforms like AWS, Azure, or GCP\n\nAbout CloudNova:\nCloudNova is a leading technology company specializing in Cloud solutions. We offer competitive salary, benefits, and opportunities for growth.;Senior/Cloud;https://careers.cloudnova.com/jobs/JOB0002
DevOps Intern;DevOps Intern at DevStream (Remote)\n\nWe are seeking a DevOps Intern to join our team. The ideal candidate will be responsible for:\n\n- Learn and apply software development principles\n- Assist team members with tasks and projects\n- Build and maintain CI/CD pipelines\n- Attend team meetings and contribute ideas\n- Document processes and procedures\n\nRequirements:\n\n- Currently pursuing a degree in Computer Science or related field\n- Experience with CI/CD tools like Jenkins, GitLab CI, or GitHub Actions\n- Basic programming knowledge\n- Eagerness to learn and grow\n- Good communication skills\n\nAbout DevStream:\nDevStream is a leading technology company specializing in DevOps solutions. We offer competitive salary, benefits, and opportunities for growth.;Intern/DevOps;https://careers.devstream.com/jobs/JOB0003
Full Stack Developer;Full Stack Developer at CodeCraft (Boston, MA)\n\nWe are seeking a Full Stack Developer to join our team. The ideal candidate will be responsible for:\n\n- Implement new features based on requirements\n- Independently develop features and solutions\n- Optimize existing systems and processes\n- Write clean, efficient, and maintainable code\n- Mentor junior team members\n\nRequirements:\n\n- Proficiency in languages such as Python, Java, JavaScript, or C#\n- 3-5 years of relevant experience\n- Solid understanding of development practices\n- Experience with web frameworks like React, Angular, or Django\n- Good communication and teamwork skills\n\nAbout CodeCraft:\nCodeCraft is a leading technology company specializing in SoftDev solutions. We offer competitive salary, benefits, and opportunities for growth.;Middle/SoftDev;https://careers.codecraft.com/jobs/JOB0004
Senior AI Architect;Senior AI Architect at AIVenture (New York, NY)\n\nWe are seeking a Senior AI Architect to join our team. The ideal candidate will be responsible for:\n\n- Develop machine learning models\n- Lead technical initiatives and projects\n- Establish best practices and standards\n- Research and implement new AI techniques\n- Make critical technical decisions\n\nRequirements:\n\n- Knowledge of deep learning techniques\n- Strong programming skills in Python or R\n- Deep understanding of development practices and architectures\n- Strong problem-solving and analytical skills\n- 6+ years of relevant experience\n\nAbout AIVenture:\nAIVenture is a leading technology company specializing in AI solutions. We offer competitive salary, benefits, and opportunities for growth.;Senior/AI;https://careers.aiventure.com/jobs/JOB0005
Junior DevOps Engineer;Junior DevOps Engineer at TechFusion (Chicago, IL)\n\nWe are seeking a Junior DevOps Engineer to join our team. The ideal candidate will be responsible for:\n\n- Learn best practices and coding standards\n- Participate in code reviews\n- Automate infrastructure provisioning\n- Fix bugs and improve existing code\n- Monitor system performance and availability\n\nRequirements:\n\n- Bachelor's degree in Computer Science or related field\n- Knowledge of infrastructure as code using Terraform or CloudFormation\n- Experience with CI/CD tools like Jenkins, GitLab CI, or GitHub Actions\n- 0-2 years of relevant experience\n- Good problem-solving skills\n\nAbout TechFusion:\nTechFusion is a leading technology company specializing in DevOps solutions. We offer competitive salary, benefits, and opportunities for growth.;Junior/DevOps;https://careers.techfusion.com/jobs/JOB0006
Cloud Systems Administrator;Cloud Systems Administrator at ByteForge (Denver, CO)\n\nWe are seeking a Cloud Systems Administrator to join our team. The ideal candidate will be responsible for:\n\n- Optimize cloud costs and performance\n- Make architectural decisions for components\n- Optimize existing systems and processes\n- Implement cloud security measures\n- Mentor junior team members\n\nRequirements:\n\n- Experience with infrastructure as code\n- 3-5 years of relevant experience\n- Knowledge of cloud services and architectures\n- Good communication and teamwork skills\n- Ability to work independently\n\nAbout ByteForge:\nByteForge is a leading technology company specializing in Cloud solutions. We offer competitive salary, benefits, and opportunities for growth.;Middle/Cloud;https://careers.byteforge.com/jobs/JOB0007
Software Engineering Intern;Software Engineering Intern at InnovateSoft (Los Angeles, CA)\n\nWe are seeking a Software Engineering Intern to join our team. The ideal candidate will be responsible for:\n\n- Document processes and procedures\n- Assist team members with tasks and projects\n- Debug and fix software issues\n- Learn and apply software development principles\n- Attend team meetings and contribute ideas\n\nRequirements:\n\n- Good communication skills\n- Understanding of software design patterns\n- Currently pursuing a degree in Computer Science or related field\n- Basic programming knowledge\n- Ability to work in a team environment\n\nAbout InnovateSoft:\nInnovateSoft is a leading technology company specializing in SoftDev solutions. We offer competitive salary, benefits, and opportunities for growth.;Intern/SoftDev;https://careers.innovatesoft.com/jobs/JOB0008
Staff AI Engineer;Staff AI Engineer at QuantumCode (Remote)\n\nWe are seeking a Staff AI Engineer to join our team. The ideal candidate will be responsible for:\n\n- Lead technical initiatives and projects\n- Deploy and maintain AI systems\n- Design and architect complex systems\n- Research and implement new AI techniques\n- Establish best practices and standards\n\nRequirements:\n\n- 6+ years of relevant experience\n- Understanding of statistical analysis and algorithms\n- Experience with machine learning frameworks like TensorFlow or PyTorch\n- Strong problem-solving and analytical skills\n- Leadership and mentoring abilities\n\nAbout QuantumCode:\nQuantumCode is a leading technology company specializing in AI solutions. We offer competitive salary, benefits, and opportunities for growth.;Senior/AI;https://careers.quantumcode.com/jobs/JOB0009
Front End Developer;Front End Developer at DevPro (Portland, OR)\n\nWe are seeking a Front End Developer to join our team. The ideal candidate will be responsible for:\n\n- Make architectural decisions for components\n- Write clean, efficient, and maintainable code\n- Contribute to technical discussions and planning\n- Optimize application performance\n- Independently develop features and solutions\n\nRequirements:\n\n- Experience with web frameworks like React, Angular, or Django\n- Understanding of software design patterns\n- 3-5 years of relevant experience\n- Solid understanding of development practices\n- Good communication and teamwork skills\n\nAbout DevPro:\nDevPro is a leading technology company specializing in SoftDev solutions. We offer competitive salary, benefits, and opportunities for growth.;Middle/SoftDev;https://careers.devpro.com/jobs/JOB0010
Senior DevOps Specialist;Senior DevOps Specialist at DevOpsHub (Atlanta, GA)\n\nWe are seeking a Senior DevOps Specialist to join our team. The ideal candidate will be responsible for:\n\n- Manage containerized applications\n- Lead technical initiatives and projects\n- Establish best practices and standards\n- Build and maintain CI/CD pipelines\n- Make critical technical decisions\n\nRequirements:\n\n- Bachelor's or Master's degree in Computer Science or related field\n- Understanding of networking and security concepts\n- Experience with containerization using Docker and Kubernetes\n- Deep understanding of development practices and architectures\n- 6+ years of relevant experience\n\nAbout DevOpsHub:\nDevOpsHub is a leading technology company specializing in DevOps solutions. We offer competitive salary, benefits, and opportunities for growth.;Senior/DevOps;https://careers.devopshub.com/jobs/JOB0011
Junior Cloud Engineer;Junior Cloud Engineer at CloudWave (San Francisco, CA)\n\nWe are seeking a Junior Cloud Engineer to join our team. The ideal candidate will be responsible for:\n\n- Develop cloud-native applications\n- Learn best practices and coding standards\n- Participate in code reviews\n- Set up and maintain cloud monitoring\n- Fix bugs and improve existing code\n\nRequirements:\n\n- Basic understanding of development practices\n- Knowledge of cloud services and architectures\n- Experience with cloud platforms like AWS, Azure, or GCP\n- Bachelor's degree in Computer Science or related field\n- 0-2 years of relevant experience\n\nAbout CloudWave:\nCloudWave is a leading technology company specializing in Cloud solutions. We offer competitive salary, benefits, and opportunities for growth.;Junior/Cloud;https://careers.cloudwave.com/jobs/JOB0012
Deep Learning Engineer;Deep Learning Engineer at DataDrive (Washington, DC)\n\nWe are seeking a Deep Learning Engineer to join our team. The ideal candidate will be responsible for:\n\n- Create data pipelines\n- Optimize existing systems and processes\n- Mentor junior team members\n- Develop machine learning models\n- Make architectural decisions for components\n\nRequirements:\n\n- Knowledge of deep learning techniques\n- Understanding of statistical analysis and algorithms\n- Experience with data processing and visualization\n- Good communication and teamwork skills\n- 3-5 years of relevant experience\n\nAbout DataDrive:\nDataDrive is a leading technology company specializing in AI solutions. We offer competitive salary, benefits, and opportunities for growth.;Middle/AI;https://careers.datadrive.com/jobs/JOB0013
Back End Intern;Back End Intern at TechGiant (Miami, FL)\n\nWe are seeking a Back End Intern to join our team. The ideal candidate will be responsible for:\n\n- Learn and apply software development principles\n- Document processes and procedures\n- Write clean, efficient, and maintainable code\n- Assist team members with tasks and projects\n- Debug and fix software issues\n\nRequirements:\n\n- Currently pursuing a degree in Computer Science or related field\n- Basic programming knowledge\n- Knowledge of database systems and SQL\n- Good communication skills\n- Eagerness to learn and grow\n\nAbout TechGiant:\nTechGiant is a leading technology company specializing in SoftDev solutions. We offer competitive salary, benefits, and opportunities for growth.;Intern/SoftDev;https://careers.techgiant.com/jobs/JOB0014
Lead Analytics Engineer;Lead Analytics Engineer at AIFuture (Vancouver, BC)\n\nWe are seeking a Lead Analytics Engineer to join our team. The ideal candidate will be responsible for:\n\n- Create data pipelines\n- Establish best practices and standards\n- Lead technical initiatives and projects\n- Make critical technical decisions\n- Research and implement new AI techniques\n\nRequirements:\n\n- Strong programming skills in Python or R\n- Leadership and mentoring abilities\n- Strong problem-solving and analytical skills\n- Experience with machine learning frameworks like TensorFlow or PyTorch\n- 6+ years of relevant experience\n\nAbout AIFuture:\nAIFuture is a leading technology company specializing in AI solutions. We offer competitive salary, benefits, and opportunities for growth.;Senior/AI;https://careers.aifuture.com/jobs/JOB0015
Junior DevOps Administrator;Junior DevOps Administrator at SmartSystems (Dallas, TX)\n\nWe are seeking a Junior DevOps Administrator to join our team. The ideal candidate will be responsible for:\n\n- Learn best practices and coding standards\n- Automate infrastructure provisioning\n- Fix bugs and improve existing code\n- Troubleshoot production issues\n- Write unit tests for code\n\nRequirements:\n\n- 0-2 years of relevant experience\n- Experience with CI/CD tools like Jenkins, GitLab CI, or GitHub Actions\n- Good problem-solving skills\n- Knowledge of infrastructure as code using Terraform or CloudFormation\n- Ability to learn quickly\n\nAbout SmartSystems:\nSmartSystems is a leading technology company specializing in DevOps solutions. We offer competitive salary, benefits, and opportunities for growth.;Junior/DevOps;https://careers.smartsystems.com/jobs/JOB0016
Senior Web Developer;Senior Web Developer at DataDynamics (Toronto, ON)\n\nWe are seeking a Senior Web Developer to join our team. The ideal candidate will be responsible for:\n\n- Participate in agile development processes\n- Mentor and guide team members\n- Establish best practices and standards\n- Design and architect complex systems\n- Make critical technical decisions\n\nRequirements:\n\n- Deep understanding of development practices and architectures\n- Experience with web frameworks like React, Angular, or Django\n- Strong problem-solving and analytical skills\n- Leadership and mentoring abilities\n- 6+ years of relevant experience\n\nAbout DataDynamics:\nDataDynamics is a leading technology company specializing in SoftDev solutions. We offer competitive salary, benefits, and opportunities for growth.;Senior/SoftDev;https://careers.datadynamics.com/jobs/JOB0017
Cloud Security Architect;Cloud Security Architect at NeuralSoft (Berlin, Germany)\n\nWe are seeking a Cloud Security Architect to join our team. The ideal candidate will be responsible for:\n\n- Design and implement cloud architecture\n- Make critical technical decisions\n- Lead technical initiatives and projects\n- Implement cloud security measures\n- Establish best practices and standards\n\nRequirements:\n\n- Understanding of security best practices in cloud environments\n- 6+ years of relevant experience\n- Bachelor's or Master's degree in Computer Science or related field\n- Deep understanding of development practices and architectures\n- Leadership and mentoring abilities\n\nAbout NeuralSoft:\nNeuralSoft is a leading technology company specializing in Cloud solutions. We offer competitive salary, benefits, and opportunities for growth.;Senior/Cloud;https://careers.neuralsoft.com/jobs/JOB0018
DevOps Trainee;DevOps Trainee at CloudPeak (London, UK)\n\nWe are seeking a DevOps Trainee to join our team. The ideal candidate will be responsible for:\n\n- Attend team meetings and contribute ideas\n- Participate in training and learning activities\n- Learn and apply software development principles\n- Monitor system performance and availability\n- Build and maintain CI/CD pipelines\n\nRequirements:\n\n- Currently pursuing a degree in Computer Science or related field\n- Good communication skills\n;;
Junior Cloud Systems Engineer;Junior Cloud Systems Engineer at AlgorithmX (Paris, France)\n\nWe are seeking a Junior Cloud Systems Engineer to join our team. The ideal candidate will be responsible for:\n\n- Set up and maintain cloud monitoring\n- Develop cloud-native applications\n- Fix bugs and improve existing code\n- Learn best practices and coding standards\n- Participate in code reviews\n\nRequirements:\n\n- Experience with cloud platforms like AWS, Azure, or GCP\n- Basic understanding of development practices\n- Good problem-solving skills\n- Knowledge of cloud services and architectures\n- 0-2 years of;;
Senior Cloud Architect;Senior Cloud Architect at DataDynamics (Seattle, WA)\n\nWe are seeking a Senior Cloud Architect to join our team. The ideal candidate will be responsible for:\n\n- Design and implement cloud architecture\n- Lead technical initiatives and projects\n- Establish best practices and standards\n- Manage multi-cloud environments\n- Make critical technical decisions\n\nRequirements:\n\n- Experience with cloud platforms like AWS, Azure, or GCP\n- Leadership and mentoring abilities\n- Deep understanding of development practices and architectures\n- 6+ years of relevant experience\n- Understanding of security best practices in cloud environments\n\nAbout DataDynamics:\nDataDynamics is a leading technology company specializing in Cloud solutions. We offer competitive salary, benefits, and opportunities for growth.;Senior/Cloud;https://careers.datadynamics.com/jobs/JOB0019
Machine Learning Intern;Machine Learning Intern at AIVenture (Boston, MA)\n\nWe are seeking a Machine Learning Intern to join our team. The ideal candidate will be responsible for:\n\n- Process and analyze large datasets\n- Assist team members with tasks and projects\n- Attend team meetings and contribute ideas\n- Document processes and procedures\n- Participate in training and learning activities\n\nRequirements:\n\n- Currently pursuing a degree in Computer Science or related field\n- Basic programming knowledge\n- Eagerness to learn and grow\n- Strong programming skills in Python or R\n- Good communication skills\n\nAbout AIVenture:\nAIVenture is a leading technology company specializing in AI solutions. We offer competitive salary, benefits, and opportunities for growth.;Intern/AI;https://careers.aiventure.com/jobs/JOB0020
Junior Software Developer;Junior Software Developer at TechGiant (San Francisco, CA)\n\nWe are seeking a Junior Software Developer to join our team. The ideal candidate will be responsible for:\n\n- Write clean, efficient, and maintainable code\n- Debug and fix software issues\n- Learn best practices and coding standards\n- Participate in code reviews\n- Fix bugs and improve existing code\n\nRequirements:\n\n- Proficiency in languages such as Python, Java, JavaScript, or C#\n- 0-2 years of relevant experience\n- Good problem-solving skills\n- Basic understanding of development practices\n- Ability to learn quickly\n\nAbout TechGiant:\nTechGiant is a leading technology company specializing in SoftDev solutions. We offer competitive salary, benefits, and opportunities for growth.;Junior/SoftDev;https://careers.techgiant.com/jobs/JOB0021
Mid-Level DevOps Engineer;Mid-Level DevOps Engineer at DevStream (Remote)\n\nWe are seeking a Mid-Level DevOps Engineer to join our team. The ideal candidate will be responsible for:\n\n- Build and maintain CI/CD pipelines\n- Implement infrastructure as code\n- Optimize existing systems and processes\n- Mentor junior team members\n- Automate infrastructure provisioning\n\nRequirements:\n\n- Knowledge of infrastructure as code using Terraform or CloudFormation\n- 3-5 years of relevant experience\n- Ability to work independently\n- Experience with containerization using Docker and Kubernetes\n- Solid understanding of development practices\n\nAbout DevStream:\nDevStream is a leading technology company specializing in DevOps solutions. We offer competitive salary, benefits, and opportunities for growth.;Middle/DevOps;https://careers.devstream.com/jobs/JOB0022
Principal Data Scientist;Principal Data Scientist at QuantumCode (New York, NY)\n\nWe are seeking a Principal Data Scientist to join our team. The ideal candidate will be responsible for:\n\n- Design and architect complex systems\n- Lead technical initiatives and projects\n- Research and implement new AI techniques\n- Make critical technical decisions\n- Mentor and guide team members\n\nRequirements:\n\n- Bachelor's or Master's degree in Computer Science or related field\n- Experience with machine learning frameworks like TensorFlow or PyTorch\n- Strong programming skills in Python or R\n- 6+ years of relevant experience\n- Leadership and mentoring abilities\n\nAbout QuantumCode:\nQuantumCode is a leading technology company specializing in AI solutions. We offer competitive salary, benefits, and opportunities for growth.;Senior/AI;https://careers.quantumcode.com/jobs/JOB0023
AWS Cloud Engineer;AWS Cloud Engineer at CloudNova (Chicago, IL)\n\nWe are seeking a AWS Cloud Engineer to join our team. The ideal candidate will be responsible for:\n\n- Implement cloud security measures\n- Mentor junior team members\n- Make architectural decisions for components\n- Design and implement cloud architecture\n- Optimize cloud costs and performance\n\nRequirements:\n\n- Experience with infrastructure as code\n- 3-5 years of relevant experience\n- Knowledge of cloud services and architectures\n- Solid understanding of development practices\n- Experience with cloud platforms like AWS, Azure, or GCP\n\nAbout CloudNova:\nCloudNova is a leading technology company specializing in Cloud solutions. We offer competitive salary, benefits, and opportunities for growth.;Middle/Cloud;https://careers.cloudnova.com/jobs/JOB0024
Quality Assurance Trainee;Quality Assurance Trainee at CodeCraft (Atlanta, GA)\n\nWe are seeking a Quality Assurance Trainee to join our team. The ideal candidate will be responsible for:\n\n- Debug and fix software issues\n- Document processes and procedures\n- Learn and apply software development principles\n- Participate in training and learning activities\n- Assist team members with tasks and projects\n\nRequirements:\n\n- Eagerness to learn and grow\n- Basic programming knowledge\n- Good communication skills\n- Currently pursuing a degree in Computer Science or related field\n- Ability to work in a team environment\n\nAbout CodeCraft:\nCodeCraft is a leading technology company specializing in SoftDev solutions. We offer competitive salary, benefits, and opportunities for growth.;Intern/SoftDev;https://careers.codecraft.com/jobs/JOB0025
Senior Infrastructure Engineer;Senior Infrastructure Engineer at DevOpsHub (Denver, CO)\n\nWe are seeking a Senior Infrastructure Engineer to join our team. The ideal candidate will be responsible for:\n\n- Lead technical initiatives and projects\n- Implement security best practices\n- Design and architect complex systems\n- Manage containerized applications\n- Make critical technical decisions\n\nRequirements:\n\n- Understanding of networking and security concepts\n- 6+ years of relevant experience\n- Deep understanding of development practices and architectures\n- Strong problem-solving and analytical skills\n- Leadership and mentoring abilities\n\nAbout DevOpsHub:\nDevOpsHub is a leading technology company specializing in DevOps solutions. We offer competitive salary, benefits, and opportunities for growth.;Senior/DevOps;https://careers.devopshub.com/jobs/JOB0026
Computer Vision Researcher;Computer Vision Researcher at AIFuture (Portland, OR)\n\nWe are seeking a Computer Vision Researcher to join our team. The ideal candidate will be responsible for:\n\n- Research and implement new AI techniques\n- Make architectural decisions for components\n- Mentor junior team members\n- Implement deep learning algorithms\n- Optimize existing systems and processes\n\nRequirements:\n\n- Strong programming skills in Python or R\n- Experience with machine learning frameworks like TensorFlow or PyTorch\n- Ability to work independently\n- 3-5 years of relevant experience\n- Good communication and teamwork skills\n\nAbout AIFuture:\nAIFuture is a leading technology company specializing in AI solutions. We offer competitive salary, benefits, and opportunities for growth.;Middle/AI;https://careers.aifuture.com/jobs/JOB0027
Junior Full Stack Engineer;Junior Full Stack Engineer at ByteForge (Los Angeles, CA)\n\nWe are seeking a Junior Full Stack Engineer to join our team. The ideal candidate will be responsible for:\n\n- Write clean, efficient, and maintainable code\n- Develop features under supervision\n- Fix bugs and improve existing code\n- Learn best practices and coding standards\n- Participate in code reviews\n\nRequirements:\n\n- Knowledge of database systems and SQL\n- Basic understanding of development practices\n- 0-2 years of relevant experience\n- Bachelor's degree in Computer Science or related field\n- Experience with web frameworks like React, Angular, or Django\n\nAbout ByteForge:\nByteForge is a leading technology company specializing in SoftDev solutions. We offer competitive salary, benefits, and opportunities for growth.;Junior/SoftDev;https://careers.byteforge.com/jobs/JOB0028
Cloud Platform Specialist;Cloud Platform Specialist at TechFusion (Vancouver, BC)\n\nWe are seeking a Cloud Platform Specialist to join our team. The ideal candidate will be responsible for:\n\n- Optimize cloud costs and performance\n- Implement cloud security measures\n- Make architectural decisions for components\n- Manage cloud infrastructure and services\n- Migrate applications to cloud platforms\n\nRequirements:\n\n- Experience with cloud platforms like AWS, Azure, or GCP\n- Knowledge of cloud services and architectures\n- Solid understanding of development practices\n- 3-5 years of relevant experience\n- Ability to work independently\n\nAbout TechFusion:\nTechFusion is a leading technology company specializing in Cloud solutions. We offer competitive salary, benefits, and opportunities for growth.;Middle/Cloud;https://careers.techfusion.com/jobs/JOB0029
Entry-Level Data Analyst;Entry-Level Data Analyst at TechCorp (Washington, DC)\n\nWe are seeking a Entry-Level Data Analyst to join our team. The ideal candidate will be responsible for:\n\n- Fix bugs and improve existing code\n- Process and analyze large datasets\n- Create data pipelines\n- Write unit tests for code\n- Learn best practices and coding standards\n\nRequirements:\n\n- Experience with data processing and visualization\n- Ability to learn quickly\n- Bachelor's degree in Computer Science or related field\n- Strong programming skills in Python or R\n- 0-2 years of relevant experience\n\nAbout TechCorp:\nTechCorp is a leading technology company specializing in AI solutions. We offer competitive salary, benefits, and opportunities for growth.;Junior/AI;https://careers.techcorp.com/jobs/JOB0030
